,Deciles,pred_spend,actual_spend
0,9.0,799.3711372896711,965.0010778443113
1,8.0,600.7882147321559,692.9118674698793
2,7.0,520.4508801009501,579.6059036144575
3,6.0,469.93541319216405,538.0024096385541
4,5.0,427.35519195145383,492.2363855421687
5,4.0,389.23966897831554,402.01433734939747
6,3.0,352.8643533883584,401.46632530120473
7,2.0,317.6275955572121,382.09042168674705
8,1.0,280.17834725043775,329.32710843373496
9,0.0,223.3963726701493,284.78778443113777
